Romance,Thriller,Fantasy,Science Fiction,Mystery,Non-Fiction,Historical,Horror,Adventure,Biography,ISBN
3,8,7,9,9,6,2,3,8,7,0970141947
0,2,9,1,1,7,5,5,3,0,1853260207
10,6,7,1,1,0,3,5,4,3,0140620478
3,9,6,6,1,6,1,3,0,4,0449219771
0,3,8,7,5,7,4,6,7,6,0671664948
3,4,9,5,10,5,8,9,1,5,0345316509
2,1,5,3,4,4,2,3,2,6,0374480133
0,5,3,0,0,4,4,9,6,3,0553100343
8,3,6,4,4,5,7,4,2,5,0671732277
1,7,7,2,7,8,4,4,5,6,055325555X
2,4,0,10,9,4,3,0,6,0,0425077047
7,9,1,9,4,5,8,6,5,4,0804109729
5,10,3,0,8,10,4,7,6,7,0201626098
0,8,0,2,7,10,0,0,5,4,0312979975
10,5,2,9,9,5,1,7,5,3,0312979983
3,10,6,2,10,2,5,8,0,4,0425190927
0,0,2,2,3,2,5,3,7,0,0740723367
7,10,0,10,0,6,0,8,7,0,0061091790
1,1,1,5,3,7,0,9,3,9,0425151867
10,4,8,4,10,2,10,3,9,6,0553256092
0,10,5,7,0,7,6,0,8,10,0553293761
2,1,6,10,2,0,9,2,5,2,0312982518
4,8,6,1,0,6,3,10,6,5,0312950586
6,3,2,4,2,2,3,7,1,3,0446609943
10,2,6,1,0,9,0,5,2,6,0316153990
7,4,4,1,7,9,0,9,8,0,0345441109
0,0,6,3,6,4,6,9,6,3,0380725576
1,7,1,8,4,8,8,7,7,3,042518286X
3,1,3,3,5,2,1,7,1,7,0553250426
6,2,5,5,9,4,7,10,4,6,0590130048
5,10,6,8,2,9,6,9,2,1,0373243286
6,3,0,5,10,5,5,1,0,2,0345311809
1,5,5,4,9,9,4,8,4,9,0440169127
5,10,3,9,0,3,1,9,2,6,0060974990
6,0,7,6,0,7,1,7,2,9,0440223806
6,5,4,10,9,10,1,1,0,8,0020236107
10,7,7,0,4,5,1,9,4,5,0446677507
8,9,0,9,2,8,0,0,0,6,0743457838
4,5,7,1,1,2,2,2,3,2,0553584480
1,8,5,2,8,3,3,7,6,6,0393319296
9,6,9,10,4,6,3,7,8,2,0441000525
6,9,8,0,1,6,1,6,0,2,0786862572
4,10,5,8,8,2,7,3,6,5,0380708353
7,5,3,1,6,10,10,3,8,8,0671737600
6,4,2,2,8,8,10,3,10,0,038071504X
9,4,7,9,3,9,9,3,8,8,0671525743
6,9,7,3,7,5,2,6,2,10,0679425136
6,4,3,2,7,3,7,9,2,9,0451527046
8,5,4,4,2,1,5,10,0,6,0345442822
4,3,8,9,0,10,3,2,5,4,1563893304
6,0,4,1,1,10,10,1,8,9,0836218787
2,3,4,3,3,4,9,8,8,5,0836218620
10,2,5,9,3,2,5,10,5,1,0140440046
8,7,5,0,1,3,6,8,9,4,3404143744
9,1,10,10,10,0,9,0,4,6,340413088X
8,8,7,0,4,5,5,3,0,2,3453003128
9,3,3,3,4,10,8,3,8,8,0679762698
0,4,8,3,4,3,1,9,1,1,0140244816
0,2,10,9,0,3,0,3,2,8,0140043888
0,7,10,8,6,0,3,9,0,3,0553278029
2,1,0,5,6,5,8,8,1,1,0312980329
8,0,4,0,6,8,5,1,5,8,0312984685
2,8,7,6,7,9,5,2,6,3,0375401466
10,9,4,7,6,6,7,9,2,2,0451208552
1,0,9,5,5,9,7,5,5,0,0373764170
6,6,9,8,6,7,3,8,0,7,8477270120
2,0,1,5,4,2,8,7,2,1,8478092943
7,4,8,0,9,2,4,1,2,3,0446600474
3,10,8,0,8,8,10,5,10,0,0446364800
10,5,7,4,4,0,0,7,4,7,0451150244
9,1,3,10,9,8,2,5,10,6,0140367470
2,0,1,10,9,6,6,0,9,6,0304345350
9,10,5,10,5,6,6,0,9,4,0060934700
7,7,2,2,6,3,5,8,9,1,0553265741
1,5,2,0,1,6,3,1,10,7,014100018X
3,3,1,0,0,2,5,6,8,4,0340718153
8,7,0,10,2,7,8,3,5,3,0312868332
8,1,5,10,2,9,3,1,10,7,0060976977
9,7,0,9,5,0,5,6,1,8,0373226063
7,8,9,3,3,7,0,7,6,6,1551667959
8,9,6,1,0,0,6,4,3,4,0345350596
9,9,5,9,5,0,1,2,3,5,0375503269
10,8,1,7,8,1,8,6,8,5,0553583441
1,7,9,8,7,1,7,2,2,8,0786817070
8,8,3,6,7,4,0,8,5,2,0590442988
2,9,0,7,1,0,6,10,8,5,0385470819
7,7,8,6,8,8,10,0,5,7,0316779423
9,8,3,1,10,8,8,7,2,4,0679419624
1,2,0,3,4,1,2,5,5,6,0151000719
8,3,4,10,1,5,3,4,6,5,0373613601
7,5,9,7,3,6,2,0,8,8,0060085444
5,1,7,9,5,6,0,2,0,9,0849995299
0,10,0,3,6,6,4,5,1,4,0140440399
6,8,5,9,3,2,8,6,10,5,0553247921
6,7,4,2,2,1,7,0,7,2,0517556278
8,10,1,9,8,5,0,4,9,8,0064401847
5,6,3,0,4,1,7,3,0,9,0340188022
6,10,1,2,8,8,1,2,10,8,039607412X
0,1,10,1,9,2,9,2,9,1,0553272586
7,7,7,1,8,10,6,4,6,7,0375507507
8,1,5,8,5,1,0,2,10,4,074603010X
6,9,9,2,8,9,3,9,1,2,0679883878
4,2,4,3,10,9,2,5,7,3,2253009164
8,5,4,2,4,4,3,5,2,9,0440224837
0,6,6,3,8,1,0,2,6,8,2723407403
1,5,2,4,8,2,0,4,0,7,0671619055
6,10,1,10,8,4,6,3,0,7,2707318094
0,2,5,7,7,1,8,3,3,1,2070375161
0,9,6,10,9,2,3,10,8,5,0752853694
0,8,8,4,7,6,10,7,8,1,0380603764
9,4,7,2,10,10,5,5,6,10,0312420366
2,7,7,8,7,2,5,8,0,2,0224018256
1,7,5,9,10,10,7,1,10,5,0531301427
6,7,8,4,10,2,1,7,0,9,0156001314
5,1,2,7,0,5,2,5,2,10,0316353299
10,7,4,3,8,4,3,7,7,7,0060931671
3,0,1,3,9,1,10,9,2,8,0140092501
8,10,8,6,3,0,2,7,3,9,0399133143
9,1,7,6,10,9,8,1,4,5,0425133516
1,1,9,3,7,10,4,8,3,2,0373708300
9,7,0,8,3,10,8,7,2,2,0373079621
8,2,3,8,3,10,2,6,5,0,0373196636
9,7,0,3,5,5,6,10,4,4,0373706901
3,5,6,9,9,0,8,7,6,8,0373259840
2,9,3,6,5,1,1,9,6,8,0553285947
10,8,6,10,7,9,2,0,6,7,0345447867
1,8,3,9,10,8,2,7,10,1,038075620X
2,0,4,3,0,9,8,5,5,10,0373121709
1,6,8,5,10,7,4,1,3,0,0440213290
0,5,1,5,0,10,9,2,8,1,0300096860
7,5,5,6,4,10,3,5,7,3,0425104338
4,6,5,3,3,9,3,0,4,7,0394743644
6,4,2,10,0,6,10,2,3,4,0380713810
7,6,8,10,2,10,9,0,0,9,0140135154
0,1,1,6,8,7,3,1,2,9,0385722192
4,8,7,2,8,9,2,9,7,0,0743455967
3,3,5,1,6,4,9,5,10,5,0345333152
10,5,9,7,9,3,9,7,8,3,0953309819
0,2,0,6,0,10,3,0,1,10,0062513982
0,4,6,2,7,4,4,4,7,1,0060191988
1,7,8,10,9,9,1,3,7,1,0886775639
3,9,0,1,6,0,0,1,3,6,0312921098
3,4,3,3,8,5,2,5,6,6,0812533313
7,3,0,5,7,4,2,3,7,5,0812532635
4,8,9,2,6,8,10,10,3,9,0451459423
9,2,0,8,0,1,8,4,3,8,0451458990
8,1,2,2,4,2,9,5,1,5,0375815260
5,1,5,5,5,4,6,4,10,0,0060248025
8,2,1,9,5,7,1,3,1,8,0515136379
9,1,9,1,4,4,6,0,1,10,0515136530
10,5,1,3,9,5,6,9,4,7,0553288202
5,4,3,5,5,5,0,5,0,4,0671524313
6,0,0,5,6,5,4,5,2,8,051513628X
4,1,9,9,6,2,0,2,8,4,0060950536
6,2,3,0,2,6,3,1,4,4,0688117619
1,10,5,9,3,0,2,8,9,6,038071907X
5,0,8,8,0,5,6,1,9,7,0394553284
7,5,8,2,1,1,5,6,5,10,0553073273
2,4,7,5,1,6,7,3,0,1,0886774829
3,6,1,5,1,6,1,2,8,3,0671693816
4,8,6,7,10,2,10,10,3,6,0446890359
3,1,9,5,8,1,0,7,0,0,0892131144
2,4,8,10,9,1,0,0,7,9,0553287737
9,9,1,8,8,1,2,1,5,6,0345368959
5,2,2,1,1,10,4,10,10,7,0345315642
5,8,10,4,9,3,8,9,10,4,0345303067
0,4,4,4,1,5,4,1,9,7,0061098353
5,10,9,10,2,8,10,10,3,2,0030632366
6,7,6,0,0,4,7,9,10,2,034528643X
7,2,3,9,6,2,3,7,3,8,0345275497
3,3,4,0,6,8,8,0,5,2,0451171845
3,7,3,7,3,8,5,0,9,1,0671797050
6,9,6,2,0,7,9,10,10,9,0425054578
6,9,7,0,2,1,0,4,2,9,0441003435
7,5,9,8,8,10,5,1,8,1,0345361407
2,5,1,4,1,3,10,10,2,4,0380872625
5,6,9,7,8,3,3,6,9,9,0671468200
10,8,10,1,10,5,9,9,7,4,0345423615
4,7,0,5,9,8,5,6,3,9,0451205073
0,8,5,2,3,9,5,5,8,3,006109918X
4,4,2,1,7,9,8,9,10,8,0553262009
4,10,8,3,1,2,0,4,0,10,0385337116
0,10,10,6,1,7,5,3,8,9,0451160312
7,9,2,2,3,8,8,4,8,5,0937295043
7,10,7,9,6,3,3,5,8,6,0970760094
4,4,7,5,0,0,8,7,5,0,0440213029
1,9,2,9,2,1,1,5,6,3,0440223016
0,5,6,3,5,8,3,9,3,9,0786867752
4,2,9,1,8,0,4,4,7,5,0671657135
5,5,3,0,2,9,10,5,4,9,0898157803
0,4,1,0,3,5,6,8,4,7,0140279288
7,10,8,2,2,8,6,3,0,6,155661456X
9,5,2,4,2,7,4,9,9,5,0806961740
1,7,8,2,5,5,1,9,7,4,0800786084
10,10,7,7,2,4,6,4,5,1,0140094385
7,4,5,0,9,1,10,3,10,8,0440498058
5,7,1,9,4,0,3,9,0,10,0140430113
10,8,1,6,2,1,3,6,6,8,0156329301
2,6,5,9,6,6,9,4,8,6,0452282195
6,2,0,4,7,4,9,2,8,1,0060929979
2,3,9,0,10,3,3,8,7,1,0962197963
6,5,6,10,3,4,5,8,1,10,0061054887
8,9,0,3,4,8,5,3,1,4,039597707X
7,7,5,10,0,7,3,1,0,6,0380726254
1,3,3,9,0,1,0,5,2,0,0781805899
7,3,9,6,9,1,5,5,6,0,0425171493
0,1,10,1,4,0,10,1,5,2,0864426488
3,0,4,3,7,2,9,0,9,4,0140441077
0,10,4,8,4,1,1,9,8,4,006064205X
10,7,9,3,1,3,10,3,10,8,0486266907
9,10,5,9,5,4,5,0,4,5,067975833X
7,3,4,3,6,9,5,3,5,3,0446343455
7,10,2,7,1,5,7,0,5,8,0453010105
9,9,1,10,0,1,4,5,0,6,0345335651
10,3,8,5,8,0,3,1,5,3,0345355237
8,2,0,10,10,0,8,8,4,1,3453150244
8,7,10,9,9,5,6,5,4,3,0441004385
6,3,9,9,9,8,4,7,5,3,0345320115
2,10,5,0,1,6,3,4,10,9,1569316961
0,1,3,7,9,3,2,2,4,2,0060096195
7,4,6,10,7,4,7,2,6,7,0679886370
6,1,7,5,9,2,3,6,2,0,0374336644
5,2,10,9,5,9,2,5,10,3,0439053870
3,9,9,10,1,3,10,3,10,6,0451209028
4,7,6,9,8,7,8,0,9,2,0385416679
4,8,7,9,6,1,10,5,3,4,0380709163
4,3,3,3,10,1,0,1,6,0,0061093890
5,3,1,2,6,5,5,7,7,5,0345435796
0,9,6,7,4,10,3,6,10,5,0345450892
5,2,10,9,3,4,8,7,2,5,0373250142
9,0,2,9,6,6,1,2,6,5,0373250150
6,9,8,7,5,3,9,8,6,4,0060277491
1,8,6,8,10,8,9,4,6,4,044022313X
2,9,7,7,8,10,5,1,2,10,0373250169
9,10,5,0,1,7,10,7,5,2,0060513888
1,5,0,9,5,8,6,8,1,10,0060090367
4,8,6,8,10,5,6,9,4,5,0688173896
0,0,1,10,3,10,8,6,5,0,0380720787
4,10,3,4,10,8,2,3,7,2,0345433319
2,8,4,9,0,6,6,5,5,2,1551668394
2,9,10,8,0,6,10,9,6,7,0802137008
5,7,0,0,8,3,2,5,9,8,0689821395
9,10,3,8,4,6,2,2,2,7,0385319037
5,8,8,7,0,5,3,3,2,8,0140282033
1,0,9,2,3,3,5,0,0,1,0156010887
3,6,5,10,8,6,4,5,9,8,1567312500
0,10,8,5,3,4,0,6,7,10,0060294698
4,1,7,9,6,9,8,3,10,8,0345356365
3,2,10,2,9,1,9,2,7,10,1558746099
7,1,10,1,1,9,6,5,10,0,0452266637
1,0,10,6,5,1,1,1,7,6,006109028X
0,3,10,3,6,1,3,0,10,10,006447187X
3,10,0,1,1,9,2,7,10,5,0375760628
5,8,7,1,5,0,8,3,3,8,0312187106
2,4,0,5,2,0,9,5,9,1,038072152X
7,10,1,3,2,8,1,2,6,3,006621016X
5,2,0,10,5,3,1,6,9,4,0060392827
5,5,8,1,5,8,3,10,5,6,0553213156
0,4,3,9,1,1,1,6,10,10,014027927X
3,5,6,8,10,1,9,8,10,4,0060976497
5,5,10,2,10,10,9,6,6,7,0767906543
4,1,2,8,5,7,7,4,0,5,0786884207
6,8,1,1,9,0,4,1,2,1,0375506187
10,3,10,2,8,9,1,6,10,2,0380796104
9,7,3,3,8,10,2,6,0,6,0399141855
9,10,1,5,8,5,2,0,3,3,0064460932
7,9,9,6,9,6,6,1,8,5,034531221X
1,0,10,0,0,3,3,8,0,2,0804108293
2,7,1,5,10,3,9,5,4,8,0451204123
8,0,2,0,5,2,0,5,4,7,0152164502
1,7,4,7,9,3,3,9,3,10,0440228611
5,3,8,8,2,6,4,8,1,2,0064402509
9,4,4,9,6,7,7,0,0,2,0440416248
0,0,9,7,0,8,1,8,6,8,0140386742
2,0,0,10,9,5,6,8,5,4,0439099048
1,1,7,0,7,10,9,10,6,6,0373483503
4,2,6,6,6,10,1,2,2,3,0812544420
8,9,0,6,6,10,3,10,0,2,0312033001
4,1,6,9,9,6,9,4,9,5,0373270976
0,3,3,10,7,1,0,6,5,4,0446607207
7,10,1,1,8,0,5,2,4,7,0439049989
6,3,7,10,10,9,10,1,6,4,0767903390
10,5,2,10,9,6,6,1,0,9,0679763384
1,7,10,9,2,10,3,7,2,5,0060951311
1,2,0,8,3,5,6,1,7,8,1878448900
9,10,1,4,1,10,4,6,5,3,8401321786
1,6,9,8,0,2,6,8,4,6,015201800X
9,6,3,4,1,7,0,1,2,6,0451456599
5,6,10,4,3,6,2,9,6,1,0394534433
7,5,2,2,4,2,5,1,7,10,0553573314
10,8,6,2,10,9,3,9,1,8,0553573861
4,1,9,5,6,1,0,6,0,2,0802131867
3,1,6,4,0,7,9,6,3,1,0679414614
6,10,1,5,0,6,6,3,3,9,0375500510
4,1,8,9,3,10,8,2,8,0,0425184757
6,3,6,9,5,3,3,7,6,3,0679723056
10,5,5,0,1,3,5,5,0,7,0345389247
1,4,3,4,4,9,7,9,6,8,0312243111
10,0,5,5,1,10,7,5,10,9,0812548051
8,9,4,6,5,10,4,5,3,2,0140059245
0,0,5,8,7,1,8,7,8,3,0679442405
8,1,0,8,9,7,6,7,0,8,0373288816
9,10,8,10,8,5,3,1,10,3,0373076223
6,0,8,2,3,4,2,3,4,0,0373077289
8,9,9,3,8,3,0,4,8,2,0373898339
4,2,2,0,1,1,8,6,7,1,0373169191
8,2,9,1,0,8,7,10,3,6,0312956762
2,2,3,1,9,3,9,2,7,10,0373076746
1,10,8,2,3,9,9,2,2,7,0440211352
7,5,3,0,3,7,5,1,2,6,0345435419
10,10,3,3,4,7,6,8,4,0,0373105401
3,5,5,8,9,4,4,5,10,5,0316488356
2,5,7,5,10,4,2,0,4,5,0446400580
5,5,2,3,2,1,7,6,10,7,0345329457
5,10,6,0,9,4,3,9,2,1,0345384210
8,7,9,1,5,2,2,4,6,6,0786706473
10,9,0,10,6,6,5,5,1,2,087542127X
2,2,1,8,5,1,2,9,5,3,0373484429
6,5,5,2,10,7,8,5,1,0,0345409876
2,2,7,4,0,10,3,6,4,9,0679763309
5,9,3,1,8,1,1,1,0,2,0441007813
5,6,0,4,4,0,3,9,0,0,0452281431
6,6,2,6,2,1,9,3,9,2,0449215024
6,0,5,1,7,4,2,9,6,10,0425155722
1,4,10,7,10,0,0,2,2,6,0425189031
5,6,3,10,1,1,9,0,8,6,0345349520
9,2,1,2,6,4,2,8,1,6,0743442245
9,5,5,6,5,1,10,4,2,8,0060520507
7,9,10,1,0,3,3,9,10,1,0385319002
6,2,6,6,0,5,3,10,7,7,0330482076
2,3,0,9,1,6,10,6,8,9,0451458478
8,8,5,7,8,6,3,3,5,10,0767903382
3,10,6,7,7,7,1,9,1,1,0140283641
1,3,4,3,4,3,6,9,0,0,0140277439
1,0,9,9,10,2,5,9,10,5,0375724834
0,5,4,6,5,6,1,0,6,8,0679724362
1,6,2,5,2,9,10,10,10,4,0345419030
1,7,7,6,5,0,7,0,7,10,0671726730
1,7,9,3,6,4,7,5,4,0,042519485X
2,9,8,8,4,2,5,4,0,1,0380778726
4,8,3,8,2,0,5,9,6,3,0452282276
9,4,3,2,0,5,9,4,10,0,006440031X
4,5,9,4,0,4,9,0,10,2,0380725231
1,0,3,1,4,9,0,9,0,10,0380800780
9,3,6,1,1,0,4,5,5,1,0553562835
6,5,7,5,8,9,1,6,4,0,0061096105
2,3,1,6,0,2,8,10,1,4,0807083054
3,2,4,5,0,1,0,2,7,7,0345352491
3,5,8,6,1,10,1,2,7,9,0809117541
8,2,8,9,7,4,10,9,2,10,0440404193
6,8,5,2,4,6,7,3,1,9,0671521500
1,2,7,0,6,5,1,8,4,1,0345422473
2,6,6,9,0,9,10,10,3,5,0345330455
7,2,2,7,7,7,0,7,7,1,0811801802
8,6,7,1,3,6,5,6,0,7,038078047X
6,3,0,7,9,6,7,9,0,4,0345377702
8,4,9,2,8,8,3,3,10,7,0060955597
6,10,4,5,2,5,7,9,10,8,0060977744
2,7,2,1,4,3,4,5,2,0,014050639X
3,5,1,1,0,8,2,1,3,5,0590458981
0,8,8,7,5,3,1,7,6,3,0140177388
2,5,0,1,6,10,2,0,1,9,0671563076
9,8,6,6,9,7,7,8,1,7,0441359175
7,4,4,3,4,1,1,4,10,2,0060256745
0,8,1,9,1,3,1,6,9,0,0374423075
10,1,10,4,1,8,3,8,10,0,0802115454
0,0,3,8,7,6,0,2,8,8,0140148450
4,5,10,5,9,3,0,4,0,0,0020446500
10,4,4,6,1,5,1,9,4,3,0609601032
10,9,4,1,7,7,5,2,3,0,0060924926
8,9,4,7,2,3,3,7,8,2,0316460842
6,8,1,3,2,7,3,8,0,0,0590213113
3,2,2,9,1,9,9,1,7,0,0064402053
7,9,2,1,8,4,4,5,3,6,0140328696
6,10,8,5,0,8,9,8,4,6,0451196856
0,3,9,3,4,5,3,5,9,6,0684853779
2,8,7,0,1,1,9,8,8,8,0060953225
0,6,10,2,10,8,7,2,0,8,0440226198
9,0,2,5,5,10,9,3,1,9,0375502025
5,9,4,5,6,10,8,6,3,9,0307001342
4,5,8,4,4,6,1,2,1,9,0140274782
9,1,2,5,4,10,4,1,1,0,0307960374
2,10,6,10,4,6,8,5,1,0,0312954468
0,9,8,5,5,3,1,9,2,2,0060167688
7,5,6,8,0,1,8,4,3,0,0066211662
8,10,8,3,8,9,0,4,0,3,0446610798
4,10,2,1,5,10,2,9,0,10,0380711877
4,1,1,3,3,3,6,0,7,9,0345375351
8,9,5,3,5,9,6,5,10,0,0345404785
4,7,7,9,8,3,9,5,6,4,0399139710
10,7,2,7,4,0,5,1,6,8,0061009881
2,9,3,3,3,2,4,8,10,7,0553575945
9,1,8,9,1,6,4,6,4,5,0446667900
7,0,10,0,4,0,2,9,8,6,0446527912
5,7,7,5,3,3,3,5,0,1,0740721984
5,10,0,8,5,6,0,7,4,4,0446611085
5,6,6,4,0,10,8,5,8,10,0380842939
3,1,2,3,9,7,2,7,5,3,0451197399
6,10,4,4,8,2,9,3,4,0,0670031909
6,7,5,8,2,1,4,8,10,0,0380978415
0,9,2,9,2,4,3,5,7,7,0451179285
10,3,0,6,5,4,3,5,7,5,0380780860
2,8,2,3,4,10,1,10,9,10,0743243412
9,1,5,1,9,0,7,9,9,0,0451182979
9,5,0,7,4,2,4,0,0,3,0394735307
8,8,0,2,3,1,6,2,0,0,0312282060
2,5,3,0,6,1,4,7,6,10,0971263906
7,9,10,5,6,8,5,8,1,1,0394747232
1,5,1,2,7,7,10,3,8,7,0061092002
0,7,0,3,9,5,6,9,3,7,0066214440
7,8,5,3,1,6,9,2,10,2,0380978407
2,3,1,4,2,9,4,6,8,1,067164257X
8,9,5,5,10,2,9,8,3,4,0440202558
2,4,7,7,7,5,0,10,9,5,0425135020
10,9,6,8,7,10,7,6,1,0,0553107240
1,5,1,9,3,9,2,5,7,10,0684871262
5,1,4,10,5,8,5,9,4,0,0451188489
9,4,4,5,6,3,6,4,5,3,0070064512
7,8,1,10,3,10,7,7,8,2,1558744592
0,8,0,2,2,8,0,6,1,6,0425186326
0,9,9,7,9,9,1,2,7,2,0440224594
0,8,7,3,7,4,2,0,9,4,0060193751
10,5,3,6,2,6,0,6,0,10,0890876517
0,1,1,3,0,3,1,3,3,8,0380766558
8,0,4,6,3,4,1,2,6,9,0345371631
6,3,0,0,3,3,5,6,8,8,0553569155
9,4,9,10,2,2,5,0,6,2,0446600660
4,6,6,8,0,2,8,7,1,7,1573220485
7,1,7,2,6,8,3,10,5,8,0385491034
10,10,4,0,2,10,8,2,10,10,0312194404
9,1,3,4,6,6,8,7,1,7,0152022341
7,4,2,8,6,0,7,9,4,5,0374153248
8,9,7,10,2,4,3,0,4,9,0877017883
6,0,3,5,10,8,10,7,1,10,1558748865
2,9,4,10,6,2,6,4,9,5,0486200701
5,10,10,3,7,8,1,8,10,3,0380730200
5,6,3,7,9,7,0,7,9,2,0375750525
4,9,7,10,5,3,3,3,5,6,0140133488
4,9,7,6,7,3,7,5,2,7,0590428837
6,9,4,10,3,0,9,2,1,7,0836218515
7,4,4,10,3,0,0,5,3,3,0373243790
2,8,2,7,1,3,0,10,4,1,0671892673
10,0,0,1,4,8,5,3,2,7,0330294008
2,0,3,10,4,4,4,7,7,3,0399145672
8,0,4,4,4,7,8,2,8,10,0385499345
7,2,1,3,1,3,4,1,7,0,0679734589
2,6,9,0,10,1,2,1,1,10,0452279070
5,6,5,10,5,8,7,7,5,4,0060198133
8,1,6,5,6,3,8,6,1,3,0452281202
4,1,9,7,0,2,0,4,7,6,034536676X
8,1,7,7,5,2,1,7,5,3,0140046860
4,4,8,8,7,7,1,2,7,4,0375501959
6,7,5,4,7,0,0,0,2,9,0566074184
5,5,4,6,4,1,3,0,6,3,0140071814
3,3,2,7,3,7,8,0,3,5,0553566067
7,5,5,9,3,8,6,10,5,0,0345433327
1,5,10,0,10,4,0,2,6,4,031225234X
9,0,0,7,10,8,6,2,5,2,0312284683
9,3,3,2,9,5,4,10,8,8,0345278666
2,8,2,3,0,4,8,1,3,9,0515126772
1,7,8,2,8,5,5,6,4,5,0060086386
10,0,2,8,4,4,7,10,10,1,0590433466
6,8,6,4,5,3,6,0,3,2,0312983832
3,0,1,10,8,6,5,1,0,1,039915180X
6,1,2,7,6,10,10,10,8,3,0553801430
6,0,10,10,1,6,1,5,9,8,0312289510
10,4,9,6,0,7,8,4,5,10,0451194004
7,3,1,9,7,1,4,5,4,5,0679735771
5,2,10,10,2,8,2,2,10,1,0385336306
6,9,9,3,0,5,4,10,1,5,0446602159
0,2,3,2,5,10,3,0,4,4,0380731479
8,7,7,4,7,9,6,0,6,10,0312984618
7,2,8,7,1,5,3,2,10,5,006053429X
9,8,1,9,9,9,4,5,3,6,0345439155
1,6,1,0,10,4,1,7,7,0,0446519537
3,8,4,10,9,5,2,4,0,7,067942525X
10,5,1,3,3,8,8,4,2,0,0312968078
5,7,0,10,0,10,6,6,1,2,067100042X
1,5,7,7,0,10,8,10,7,8,0060531061
8,10,5,2,0,10,7,9,2,6,0385299087
9,5,2,5,2,8,0,7,4,3,0451202821
0,8,8,4,10,8,9,8,6,7,055327998X
0,3,9,9,3,8,2,9,9,0,0345422783
10,4,6,3,8,5,5,2,9,9,1879402297
4,9,5,3,2,4,6,10,5,1,0345350685
0,4,4,5,2,0,3,3,9,1,0451451538
7,5,2,0,10,2,7,3,2,10,0345335082
3,10,3,1,3,10,8,3,0,0,0590386336
0,4,5,5,5,8,0,9,5,7,0425187012
7,2,4,9,3,0,8,4,1,1,0553272500
10,6,3,0,4,1,6,8,0,1,0451525264
10,5,7,6,8,1,8,3,10,2,0439141346
6,4,4,1,5,5,3,4,6,7,0312134517
5,4,2,6,7,2,4,10,1,9,0740718665
9,3,3,7,2,4,10,4,1,8,0140350144
3,8,8,1,8,8,1,10,5,8,0316150460
3,1,6,8,5,10,10,3,0,3,0312989741
2,6,10,10,9,4,2,1,1,4,0590934899
7,7,4,1,3,6,5,9,6,4,0020868308
1,7,1,7,6,2,3,6,3,8,006091565X
6,0,0,3,8,3,4,0,1,10,006104363X
3,3,10,9,5,5,7,8,0,0,0449213323
5,3,10,3,0,8,10,2,4,9,0449001725
0,7,2,0,9,5,0,2,4,3,0517093588
6,5,2,10,7,7,1,6,0,1,0674445449
7,0,1,0,4,6,5,5,5,7,0312966199
4,9,6,2,8,9,2,5,2,0,0449239047
0,2,3,1,8,10,7,2,6,3,034529873X
4,3,8,10,6,3,7,1,6,10,0061043494
0,7,5,4,8,8,2,8,8,1,0061099813
4,10,1,0,6,3,4,3,5,10,0345327772
1,7,3,7,2,10,4,2,6,2,0446602744
7,8,1,2,6,4,9,6,1,3,0448095033
0,4,7,0,6,6,6,0,10,2,0448095068
10,1,4,1,4,4,3,10,6,9,0448095238
5,1,3,10,6,8,8,2,0,8,0448095246
7,6,5,9,6,10,8,5,9,2,044809522X
2,3,9,9,7,9,8,7,10,9,0380709546
1,3,3,1,7,2,1,6,0,5,0380006456
2,2,4,2,3,2,6,2,9,3,0425185249
1,1,8,10,0,0,9,0,2,1,0061007358
2,4,8,1,10,0,10,5,2,6,0553153277
5,10,6,4,0,2,2,6,2,10,0312201656
4,3,3,6,0,6,7,2,2,3,0679844074
5,6,0,3,6,10,1,0,0,9,0553258915
5,4,0,9,2,10,6,8,8,5,0345448820
2,0,2,9,1,10,4,7,4,0,0440486599
2,4,6,4,9,4,6,7,7,6,0446400408
2,10,1,0,5,8,2,4,8,8,0451523555
6,3,10,1,1,3,0,3,10,5,0836210263
5,6,4,8,1,1,3,3,3,0,0743200322
3,4,8,2,2,4,9,5,2,0,0553096036
9,7,0,1,2,5,3,3,8,5,0064401510
1,6,2,8,5,7,0,1,5,2,0671722751
0,5,4,8,5,4,0,0,10,0,0061054003
6,5,4,3,10,10,7,10,7,4,0345358031
3,1,6,4,2,8,8,10,10,9,0553111507
10,7,0,2,1,3,1,10,7,0,0380001411
3,4,9,3,7,1,8,1,1,1,0310218039
9,7,2,9,10,9,7,6,9,3,0451141083
6,10,7,5,5,2,4,9,1,4,0307215873
4,6,3,10,5,8,3,10,5,8,0385315546
9,0,7,0,3,2,3,6,8,8,0345356535
9,0,9,0,8,3,2,8,4,5,0515121746
0,0,6,9,7,10,7,6,10,8,0553212982
0,1,2,4,3,3,7,7,10,6,0312421036
0,9,3,0,10,4,2,2,3,1,0380603926
6,3,4,1,5,8,7,7,1,3,0061030597
7,10,0,7,2,7,5,6,1,0,0553234595
5,2,3,8,2,1,1,1,5,1,0671534645
10,6,6,6,1,6,9,7,7,1,0345335090
4,5,8,5,9,5,9,9,5,8,0425114511
9,6,0,0,3,1,2,6,6,2,0061020648
1,0,8,9,2,8,3,9,5,6,0060675187
9,5,0,5,10,5,4,2,9,2,0316678104
10,9,6,7,2,2,6,9,6,10,034537536X
8,5,6,10,9,0,6,1,6,2,0671741195
