ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
0140046860,Reflections on a Marine Venus: A Companion to the Landscape of Rhodes,Lawrence Durrell,1978,Penguin USA
0375501959,Comfort Me with Apples: More Adventures at the Table,RUTH REICHL,2001,Random House
0566074184,The Goal: Beating the Competition,Eliyahu Goldratt,1996,Ashgate Pub Co
0140071814,The Kingdom by the Sea: A Journey Around the Coast of Great Britain,Paul Theroux,1995,Penguin Books
0553566067,Virtual Light,WILLIAM GIBSON,1994,Bantam
0345433327,"Black Creek Crossing (Saul, John)",John Saul,2004,Ballantine Books
031225234X,Name Dropping,Jane Heller,2000,St Martins Pr
0312284683,Faking It,Jennifer Crusie,2002,St. Martin's Press
0345278666,Desert Solitaire a Season In the Wildern,Edward Abbey,1978,Ballantine Books
0515126772,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books
0060086386,Filthy Rich,Dorothy Samuels,2002,Avon Trade
0590433466,The Secret Garden,Frances H. Burnett,1997,Scholastic
0312983832,Nobody Knows,Mary Jane Clark,2003,St. Martin's Paperbacks
039915180X,Hidden Prey,John Sandford,2004,Putnam Publishing Group
0553801430,By the Light of the Moon,DEAN KOONTZ,2002,Bantam
0312289510,The Christmas Shoes,Donna VanLiere,2001,St. Martin's Press
0451194004,Rosemary's Baby,Ira Levin,1997,Signet Book
0679735771,American Psycho (Vintage Contemporaries),Bret Easton Ellis,2000,Vintage Books USA
0385336306,Safe Harbour,DANIELLE STEEL,2003,Delacorte Press
0446602159,Commitments,Barbara Delinsky,1995,Warner Books
0380731479,The Kiss,Kathryn Harrison,1998,William Morrow
0312984618,Black for Remembrance,Carlene Thompson,2002,St. Martin's Paperbacks
006053429X,Couldn't Keep It to Myself : Testimonies from Our Imprisoned Sisters,Wally Lamb,2003,Regan Books
0345439155,The Outside of August,JOANNA HERSHON,2003,Ballantine Books
0446519537,Superstitious,R. L. Stine,1995,Warner Books
067942525X,Intensity,DEAN KOONTZ,1996,Knopf
0312968078,Tonight You're Mine,Carlene Thompson,1998,St. Martin's Press
067100042X,Silent Night : A Christmas Suspense Story,Mary Higgins Clark,1996,Pocket
0060531061,"The Tattooed Girl : A Novel (Oates, Joyce Carol)",Joyce Carol Oates,2003,Ecco
0385299087,Heartbeat,Danielle Steel,1991,Delacorte Press
0451202821,Her Daughter's Eyes,Jessica Barksdale Inclan,2001,New American Library
055327998X,The Book of the Dead,John Skipp,1991,Bantam Books
0345422783,How Reading Changed My Life (Library of Contemporary Thought),Anna Quindlen,1998,Ballantine Books
1879402297,The Qur'an Translation,Abdullah Yusuf Ali,1999,Tahrike Tarsile Qur'an
0345350685,The Autobiography of Malcolm X,Malcolm X,1989,Ballantine Books
0451451538,Vampire$,John Steakley,1992,Roc
0345335082,Dragonquest (Dragonquest),Anne McCaffrey,1990,Del Rey Books
0590386336,The Library Card (Apple Signature Edition),Jerry Spinelli,1998,Scholastic
0425187012,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",David Colbert,2002,Berkley Publishing Group
0553272500,Cheaper by the Dozen,"Frank B., Jr. Gilbreth",1984,Bantam Books
0451525264,Les Miserables a New Unabridged Translation (Signet Classics),Victor Hugo,1987,Signet Book
0439141346,Favorite Medieval Tales,Mary Pope Osborne,2002,Hyperion Books for Children
0312134517,Coming Home,Rosamunde Pilcher,1995,St Martins Pr
0740718665,Coast To Coast Ghosts,Leslie Rule,2001,Andrews McMeel Publishing
0140350144,King Solomon's Mines (Puffin Classics),Henry Rider Haggard,1983,Penguin USA
0316150460,Cats and Their Women,Louise Taylor,1992,"Little, Brown"
0312989741,Murder at the Cat Show (A Perkins &amp; Tate Mystery),Marian Babson,2003,St. Martin's Minotaur
0590934899,"Escape from Camp Run-for-Your-Life (Give Yourself Goosebumps, No 19)",R. L. Stine,1997,Scholastic
0020868308,"Mere Christianity: A revised and enlarged edition, with a new introduction, of the three books, The case for Christianity, Christian behaviour, and Beyond personality",C. S Lewis,1984,Macmillan Pub. Co
006091565X,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,Harriet Lerner,1997,Quill
006104363X,The Five Red Herrings,Dorothy L. Sayers,1995,HarperTorch
0449213323,Murder in Georgetown (Capital Crime Mysteries),MARGARET TRUMAN,1987,Fawcett
0449001725,"Murder in the House (Capital Crime Series , No 13)",Margaret Truman,1998,Fawcett Books
0517093588,Shakespeare's Stories: Comedies,William Shakespeare,1993,Random House Value Pub
0674445449,In a Different Voice: Psychological Theory and Women's Development,Carol Gilligan,1993,Harvard University Press
0312966199,All Things Bright and Beautiful (All Things Bright &amp; Beautiful),James Herriot,1998,St. Martin's Press
0449239047,Plague Dogs,Richard Adams,1981,Ballantine Books
034529873X,Moreta: Dragonlady of Pern,Anne McCaffrey,1991,Del Rey Books
0061043494,Gaudy Night,Dorothy L. Sayers,1995,HarperTorch
0061099813,"When You Look Like Your Passport Photo, It's Time to Go Home",Erma Bombeck,1992,HarperTorch
0345327772,Killing Orders,Sara Paretsky,1986,Ballantine Books
0446602744,The Rules(TM) : Time-Tested Secrets for Capturing the Heart of Mr. Right,Ellen Fein,1996,Warner Books
0448095033,"The Bungalow Mystery (Nancy Drew Mystery Stories, No 3)",Carolyn Keene,1991,Grosset &amp; Dunlap
0448095068,"The Secret of Red Gate Farm (Nancy Drew Mystery Stories, No 6)",Carolyn Keene,1961,Grosset &amp; Dunlap
0448095238,"Mystery of the Tolling Bell (Nancy Drew Mystery Stories, No 23)",Carolyn Keene,1973,Grosset &amp; Dunlap
0448095246,"The Clue in the Old Album (Nancy Drew Mystery Stories, No 24)",Carolyn Keene,1947,Grosset &amp; Dunlap
044809522X,"The Clue in the Crumbling Wall (Nancy Drew Mystery Stories, No 22)",Carolyn Keene,1945,Grosset &amp; Dunlap
0380709546,Ramona the Pest (Ramona Quimby (Paperback)),Beverly Cleary,1992,HarperTrophy
0380006456,Fletch,Gregory McDonald,1986,Harper Mass Market Paperbacks (Mm)
0425185249,Death a L'Orange,Nancy Fairbanks,2002,Berkley Publishing Group
0061007358,"Not a Penny More, Not a Penny Less",Jeffrey Archer,1994,HarperTorch
0553153277,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. Montgomery,1984,Skylark
0312201656,I Capture the Castle,Dodie Smith,1999,St. Martin's Griffin
0679844074,"Junie B. Jones and Her Big Fat Mouth (Junie B. Jones 3, paper)",Barbara Park,1993,Random House Children's Books
0553258915,The Two Mrs. Grenvilles,Dominick Dunne,1986,Bantam Books
0345448820,The Nine Emotional Lives of Cats : A Journey Into the Feline Heart,JEFFREY MOUSSAIEFF MASSON,2002,Ballantine Books
0440486599,"Then Again, Maybe I Won't",JUDY BLUME,1986,Yearling
0446400408,Icy Clutches,Aaron Elkins,1994,Warner Books
0451523555,Adventures of Tom Sawyer,Mark Twain,1989,New Amer Library Classics (Mm)
0836210263,Still Pumped From Using The Mouse,Scott Adams,1996,Andrews McMeel Publishing
0743200322,The Boilerplate Rhino: Nature in the Eye of the Beholder,David Quammen,2001,Scribner
0553096036,"Pay Dirt, Or, Adventures at Ash Lawn",Rita Mae Brown,1995,Bantam
0064401510,Mrs. Piggle-Wiggle's Magic,Betty MacDonald,1985,HarperTrophy
0671722751,Macbeth,William Shakespeare,1992,Washington Square Press
0061054003,Searoad: Chronicles of Klatsand,Ursula K. Le Guin,1994,Eos
0345358031,Shining Through,Susan Isaacs,1992,Ballantine Books
0553111507,Book of Lists,David Wallechinsky,0,Bantam Doubleday Dell
0380001411,Christy,Catherine Marshall,1976,Avon
0310218039,Eli,Bill Myers,2000,Zondervan Publishing Company
0451141083,Mindbend,Robin Cook,2001,Signet Book
0307215873,Trixie Belden and the Mystery of the Blinking Eye,Kathryn Kenny,1977,Golden Books
0385315546,Drinking : A Love Story,CAROLINE KNAPP,1997,Delta
0345356535,Sick of Shadows,Sharyn McCrumb,1989,Ballantine Books
0515121746,Christmas Spirits,Lynn Kurland,1997,Jove Books
0553212982,Macbeth (Bantam Classics),William Shakespeare,1988,Bantam
0312421036,Eva Moves the Furniture: A Novel,Margot Livesey,2002,Picador
0380603926,When Bad Things Happen to Good People,Harold S. Kushner,1983,Avon
0061030597,Moment of Truth,Lisa Scottoline,2001,HarperTorch
0553234595,Dragonsinger,Anne McCaffrey,1978,Bantam Books
0671534645,Apollo 13 : Lost Moon,Jim Lovell,1995,Pocket
0345335090,Ogre Ogre #05,Piers Anthony,1982,Del Rey Books
0425114511,We Don't Die: George Anderson's Conversations With the Other Side,Joel Martin,1989,Berkley Publishing Group
0061020648,Guards! Guards! (Discworld Novels (Paperback)),Terry Pratchett,2001,HarperTorch
0060675187,Rescuing the Bible from Fundamentalism : A Bishop Rethinks the Meaning of Scripture,John Shelby Spong,1992,HarperSanFrancisco
0316678104,Fortune's Rocks : A Novel,Anita Shreve,2001,Back Bay Books
034537536X,Show of Evil,William Diehl,1996,Ballantine Books
0671741195,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket
0345386132,Eyes of a Child,Richard North Patterson,1996,Ballantine Books
0395083567,My Antonia,Willa Sibert Cather,1954,Houghton Mifflin
0449214427,Cardington Crescent,Anne Perry,1991,Fawcett Books
0345333756,Staggerford (Mysteries &amp; Horror),Jon Hassler,1990,Ballantine Books
0451176820,Saint Mudd: A Novel of Gangsters and Saints,Steve Thayer,1994,Signet Book
0140092846,How to Talk Minnesotan: A Visitor's Guide (Wisconsin),Howard Mohr,1987,Penguin Books
0385301499,Circle of Friends,Maeve Binchy,1991,Bantam Dell Pub Group
0440110653,"CRY IN THE NIGHT, A",MARY HIGGINS CLARK,1983,Dell
0380819597,The Last Convertible,Anton Myrer,2001,HarperTorch
0140012664,The Bafut Beagles,Gerald Malcolm Durrell,1981,Penguin USA
0060139145,"The Gulag Archipelago, 1918-1956 : An Experiment in Literary Investigation I-II",Alexander Solzhenitsyn,1974,Harpercollins
0156729156,The Ponder Heart,Eudora Welty,1967,Harcourt
0802139914,Goodbye Tsugumi,Banana Yoshimoto,2003,Grove Press
0156027453,Sunday Jews,Hortense Calisher,2003,Harvest Books
0060952652,Lighten Up! : Free Yourself from Clutter,Michelle Passoff,1998,Perennial Currents
0449006581,Brothel: Mustang Ranch and Its Women,Alexa Albert,2002,Ballantine Books
0452284295,Cheet (Plume Books),Anna Davis,2003,Plume Books
0425190749,Keepsake Crimes (First Scrapbooking Mystery),Laura Childs,2003,Berkley Publishing Group
159184021X,Purple Cow: Transform Your Business by Being Remarkable,Seth Godin,2003,Portfolio Hardcover
0743442652,The Pink Magnolia Club,Geralyn Dawson,2002,Pocket
0373708408,If He Could See Me Now (Harlequin Superromance #840),Rebecca Winters,1999,Harlequin
0446609188,Then Comes Marriage,Kasey Michaels,2002,Warner Forever
0671039350,Sunflower,Martha Powers,2000,Pocket
0312956436,"Like Mother, Like Son (Like Mother Like Son)",William G. Flanagan,1995,St. Martin's Press
0312971370,Soap Opera,Eileen Fulton,2000,St. Martin's Press
0373710763,"Child Of Her Dreams (Harlequin Superromance, 1076)",Joan Kilby,2002,Harlequin
0373790554,"Take Me (Blaze, 51)",Cherry Adair,2002,Harlequin
0446403830,Wolf in the Shadows,Marcia Muller,1994,Warner Books
0671007718,Into the Garden (Wildflowers),V.C. Andrews,1999,Pocket Books
0373226780,"Prince Under Cover  (Chicago Cinfidential) (Harlequin Intrigue, No. 678)",Adrianne Lee,2002,Harlequin
8478884955,Harry Potter y la cÃ¡mara secreta,J. K. Rowling,1999,Lectorum Publications
0393311465,Voyage in the Dark (Norton Paperback Fiction),Jean Rhys,1994,W. W. Norton &amp; Company
0449208648,A Palm for Mrs. Pollifax,Dorothy Gilman,1995,Fawcett Books
0553211668,Candide (Candide),Francois M. Voltaire,1984,Bantam
0440206529,Blessings,Belva Plain,1990,Dell
0312962258,Red Leaves (Red Leaves),Paullina Simons,1997,St. Martin's Press
055358264X,Dream Country,Luanne Rice,2002,Bantam Books
037570910X,The Feast of Love (Vintage Contemporaries (Paperback)),Charles Baxter,2001,Vintage Books USA
0060927569,High Tide in Tucson : Essays from Now or Never,Barbara Kingsolver,1996,Perennial
0140157379,Haroun and the Sea of Stories,Salman Rushdie,1991,Penguin Books
0340165634,Nethergate,Norah Lofts,1973,Hodder and Stoughton
0316196614,This Body : A Novel of Reincarnation,Laurel Doud,2000,Back Bay Books
0451526562,A Tale of Two Cities,Charles Dickens,1997,Signet Book
0553210165,Hard Times (Bantam Classics),CHARLES DICKENS,1981,Bantam Classics
0060912529,Unbearable Lightness of Being,Milan Kundera,1985,Harpercollins Publisher
0425158632,Executive Orders (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group
0446606189,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books
0440215994,The Senator's Wife,KAREN ROBARDS,1999,Dell
0345312260,Garfield Sits Around the House,Jim Davis,1983,Ballantine Books
1551661535,Midnight Rainbow,Linda Howard,1996,Mira
0385315236,The Horse Whisperer,Nicholas Evans,1995,Delacorte Press
0743225422,The Shipping News : A Novel,Annie Proulx,2001,Scribner
0060558121,American Gods : A Novel,Neil Gaiman,2003,Perennial
0374199698,Middlesex: A Novel,Jeffrey Eugenides,2002,"Farrar, Straus and Giroux"
0375828192,Lyra's Oxford,PHILIP PULLMAN,2003,Knopf Books for Young Readers
1573220876,About a Boy,Nick Hornby,1998,Riverhead Books
0380793334,Joining,Johanna Lindsey,2000,Avon
0345384377,Sole Survivor,DEAN KOONTZ,1997,Ballantine Books
0671891685,Zeke and Ned,Larry McMurtry,1997,Pocket
0446602620,Blood Work,Michael Connelly,1998,Warner Books
0439286239,Harry Potter and the Sorcerer's Stone Movie Poster Book,Inc Staff Scholastic,2001,Scholastic
0340551194,Time to Dance,Melvyn Bragg,0,Scepter Pubs
0394744209,The Assault,Harry Mulisch,1986,Pantheon Books
0374292035,The Woman and the Ape,Peter Hoeg,1996,Farrar Straus &amp; Giroux
156389629X,Sandman: The Dream Hunters,Neil Gaiman,2000,DC Comics
0930289595,"The Doll's House (Sandman, Book 2)",Neil Gaiman,1991,DC Comics
156389016X,"Dream Country (Sandman, Book 3)",Neil Gaiman,1991,DC Comics
0385485247,A Toast Before Dying: A Mali Anderson Mystery,Grace F. Edwards,1998,Bantam Dell Pub Group
044900371X,The Orchid Thief (Ballantine Reader's Circle),Susan Orlean,2000,Ballantine Books
0425177424,Death and Restoration (Art History Mystery),Iain Pears,2000,Berkley Publishing Group
0449208109,Things Fall Apart,Chinua Achebe,1984,Ballantine Books
0440211697,Phantom,Susan Kay,1993,Dell Publishing Company
0380715430,The Mother Tongue,Bill Bryson,1991,Perennial
1877741094,Zen in the Art of Writing: Essays on Creativity : Expanded,Ray Bradbury,1994,Joshua Odell Editions
0898152399,P.M.S. Attacks and Other Inconveniences of Life,Steve Philips,1988,Ten Speed Pr
006109286X,The Pardon,James Grippando,1995,Avon Books
0451457994,2001: A Space Odyssey,Arthur C. Clarke,2000,Roc
2253005266,La Chartreuse De Parme,Stendhal,0,Schoenhofs Foreign Books
2253002887,Le portrait de Dorian Gray,Oscar Wilde,1972,LGF
2020349140,Les chroniques de l'oiseau Ã?Â  ressort,Haruki Murakami,2001,Seuil
2253004014,Liasons Dangeruses,Pierre Ambroise Francois Choderl Laclos,1920,Librairie Generale Francaise
2020309610,De Si Jolis Cheveaux,McCarthy,2000,Distribooks Inc
2070301028,Quelqu'un d'autre,Tonino Benacquista,2003,Gallimard
0812590465,Ariadne's Web (Book of the Gods (Paperback)),Fred Saberhagen,2001,Tor Books
0590494465,"The Haunted Mask (Goosebumps, No 11)",R. L. Stine,1995,Scholastic
0440186560,To Love Again,Danielle Steel,1981,Dell
0440184053,Summer's End,Danielle Steel,1980,Dell
0440217547,Accident,Danielle Steel,1995,Dell
1551662779,Best Of Enemies,Taylor Smith,1997,Mira
0515090166,The Cat Who Saw Red,Lilian Jackson Braun,1991,Jove Books
0515087947,The Cat Who Turned on and Off (Cat Who... (Paperback)),Lilian Jackson Braun,1995,Jove Books
0452262143,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1989,Plume Books
0451167805,Firestarter,Stephen King,2003,Signet Book
0451190564,The Green Mile: Night Journey (Green Mile Series),Stephen King,1996,Signet Book
0451190556,The Green Mile: The Bad Death of Eduard Delacroix (Green Mile Series),Stephen King,1996,Signet Book
0440986524,"That Was Then, This Is Now",S. E. Hinton,1989,Random House Childrens Pub (Mm)
0300084730,The Computer and the Brain (Mrs. Hepsa Ely Silliman Memorial Lectures),John Von Neumann,2000,Yale University Press
0262560038,"The Character of Physical Law (Messenger Lectures, 1964)",Richard Feynman,1967,The MIT Press
0060901918,"Perennial Philosophy, The",Aldous Huxley,1990,Perennial
3426774291,"Houdini, Moretti und Co. Die besten Tricks der groÃ?Â?en Sensationsdarsteller.",Robert Rau,1999,Droemer Knaur
0553293354,Foundation (Foundation Novels (Paperback)),ISAAC ASIMOV,1991,Spectra
0738203491,The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,Richard P. Feynman,2000,Perseus Books Group
8427285094,El misterio del tren azul,Agatha Christie,1997,Downtown Book Center Inc
0786889209,Myst: The Book of Ti'ana,Rand Miller,1997,Hyperion
0752837613,The Lost Boy,Dave Pelzer,2001,Orion mass market paperback
0312928408,The Jeffrey Dahmer Story : An American Nightmare (St. Martin's True Crime Library),Donald A. Davis,1991,St. Martin's Paperbacks
0425109720,Patriot Games (Jack Ryan Novels),Tom Clancy,1992,Berkley Publishing Group
0345335708,"Castle of Wizardry (The Belgariad, Book 4)",David Eddings,1991,Del Rey Books
0140053166,Shadow of the Moon,M M Kaye,0,Penguin Putnam~trade
0671759345,Ruby (Landry),V.C. Andrews,1994,Pocket
0671670662,WEB OF DREAMS (Casteel Saga (Paperback)),V.C. Andrews,1990,Pocket
0425116417,Timothy's Game,Lawrence Sanders,1999,Berkley Publishing Group
0440203856,Zoya,Danielle Steel,1989,Dell
0553264079,I'll Take Manhattan,Judith Krantz,1987,Bantam Books
0441004520,Killing Dance (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2001,Ace Books
0441003745,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2001,ACE Charter
0553575430,"Stalking Darkness (Nightrunner, Vol. 2)",Lynn Flewelling,1997,Bantam
